locus tag	organism	pan locus tag	new symbol	type	symbol	synonym	product	essential	Gene ID	EC	TIGRFAM Meta Role	TIGRFAM Main Role	TIGRFAM Sub Role	TIGRFAM function	TIGRFAM	TIGRFAM HMM score	effector	interaction partners	PSORTb	LocateP	SignalP	transmembrane helices	protein GI	UniProt
SAOUHSC_01023	S. aureus NCTC8325	SAUPAN003294000	SAOUHSC_01023	CDS	SAOUHSC_01023		hypothetical protein	no	3920283										no significant prediction	Intracellular	no predicted signal peptide	0	88194776	Q2FZI1
SAOUHSC_01025	S. aureus NCTC8325	SAUPAN003299000	SAOUHSC_01025	CDS	SAOUHSC_01025		hypothetical protein	no	3920285										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	10	88194778	Q2FZH9
SAOUHSC_01026	S. aureus NCTC8325	SAUPAN003301000	SAOUHSC_01026	CDS	SAOUHSC_01026		hypothetical protein	no	3920286		Genetic information processing	Protein synthesis	tRNA and rRNA base modification	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	TIGR00095	20.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194779	Q2FZH8
SAOUHSC_01027	S. aureus NCTC8325	SAUPAN003302000	SAOUHSC_01027	CDS	SAOUHSC_01027		hypothetical protein	no	3920287									"SAOUHSC_00002; SAOUHSC_00009; SAOUHSC_00069; SAOUHSC_00100; SAOUHSC_00187; SAOUHSC_00206; SAOUHSC_00225; SAOUHSC_00348; SAOUHSC_00350; SAOUHSC_00365; SAOUHSC_00371; SAOUHSC_00374; SAOUHSC_00375; SAOUHSC_00474; SAOUHSC_00488; SAOUHSC_00499; SAOUHSC_00518; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00521; SAOUHSC_00524; SAOUHSC_00525; SAOUHSC_00528; SAOUHSC_00529; SAOUHSC_00530; SAOUHSC_00574; SAOUHSC_00608; SAOUHSC_00634; SAOUHSC_00679; SAOUHSC_00742; SAOUHSC_00767; SAOUHSC_00785; SAOUHSC_00790; SAOUHSC_00795; SAOUHSC_00796; SAOUHSC_00797; SAOUHSC_00799; SAOUHSC_00834; SAOUHSC_00878; SAOUHSC_00895; SAOUHSC_00900; SAOUHSC_00906; SAOUHSC_00921; SAOUHSC_00937; SAOUHSC_00947; SAOUHSC_00951; SAOUHSC_00985; SAOUHSC_01029; SAOUHSC_01040; SAOUHSC_01041; SAOUHSC_01042; SAOUHSC_01043; SAOUHSC_01100; SAOUHSC_01150; SAOUHSC_01193; SAOUHSC_01211; SAOUHSC_01216; SAOUHSC_01232; SAOUHSC_01234; SAOUHSC_01246; SAOUHSC_01251; SAOUHSC_01287; SAOUHSC_01337; SAOUHSC_01347; SAOUHSC_01416; SAOUHSC_01418; SAOUHSC_01430; SAOUHSC_01431; SAOU"	no significant prediction	Intracellular	no predicted signal peptide	0	88194780	Q2FZH7
SAOUHSC_01030	S. aureus NCTC8325	SAUPAN003305000	SAOUHSC_01030	CDS	SAOUHSC_01030		hypothetical protein	no	3919879					glutaredoxin-like protein, YruB-family	TIGR02196	45.3			no significant prediction	Intracellular	no predicted signal peptide	0	88194783	Q2FZH4
SAOUHSC_01037	S. aureus NCTC8325	SAUPAN003314000	SAOUHSC_01037	CDS	SAOUHSC_01037		hypothetical protein	no	3919885										no significant prediction	Intracellular	no predicted signal peptide	0	88194789	Q2FZG7
SAOUHSC_01039	S. aureus NCTC8325	SAUPAN003316000	SAOUHSC_01039	CDS	SAOUHSC_01039		hypothetical protein	no	3919887		"Cellular processes; Genetic information processing"	"Cellular processes; DNA metabolism"	"Cell division; Chromosome-associated proteins"	chromosome segregation protein SMC	TIGR02169	15.4			no significant prediction	Lipid anchored	signal peptide predicted	0	88194791	Q2FZG5
SAOUHSC_01044	S. aureus NCTC8325	SAUPAN003321000	SAOUHSC_01044	CDS	SAOUHSC_01044		hypothetical protein	no	3919892										no significant prediction	Intracellular	no predicted signal peptide	0	88194796	Q2G2A2
SAOUHSC_01045	S. aureus NCTC8325	SAUPAN003322000	SAOUHSC_01045	CDS	SAOUHSC_01045		hypothetical protein	no	3919893		Signal transduction	Regulatory functions	DNA interactions	transcriptional regulator, y4mF family	TIGR03070	41.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194797	Q2G2A6
SAOUHSC_01050	S. aureus NCTC8325	SAUPAN003327000	SAOUHSC_01050	CDS	SAOUHSC_01050		hypothetical protein	yes	3921715										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194802	Q2G2G6
SAOUHSC_01051	S. aureus NCTC8325	SAUPAN003329000	SAOUHSC_01051	CDS	SAOUHSC_01051		hypothetical protein	no	3921716		Cell structure	Cell envelope	Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	oligosaccharide repeat unit polymerase	TIGR04370	15.2			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	3	88194803	Q2G2G5
SAOUHSC_01054	S. aureus NCTC8325	SAUPAN003332000	SAOUHSC_01054	CDS	SAOUHSC_01054		hypothetical protein	no	3921718										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194805	Q2G2G7
SAOUHSC_01055	S. aureus NCTC8325	SAUPAN003333000	SAOUHSC_01055	CDS	SAOUHSC_01055		inositol monophosphatase family protein	no	3921719		Metabolism	Amino acid biosynthesis	Histidine family	histidinol-phosphatase	TIGR02067	123.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194806	Q2G2G4
SAOUHSC_01060	S. aureus NCTC8325	SAUPAN003337000	SAOUHSC_01060	CDS	SAOUHSC_01060		hypothetical protein	no	3921722										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194809	Q2G1Y9
SAOUHSC_01061	S. aureus NCTC8325	SAUPAN003338000	SAOUHSC_01061	CDS	SAOUHSC_01061		hypothetical protein	no	3921723										no significant prediction	Intracellular	no predicted signal peptide	0	88194810	Q2G1Y7
SAOUHSC_01062	S. aureus NCTC8325	SAUPAN003339000	SAOUHSC_01062	CDS	SAOUHSC_01062		hypothetical protein	no	3921724										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194811	Q2G2C3
SAOUHSC_01063	S. aureus NCTC8325	SAUPAN003340000	SAOUHSC_01063	CDS	SAOUHSC_01063		hypothetical protein	yes	3921725		"Cellular processes; Cell structure"	"Cellular processes; Cell envelope"	"Cell division; Biosynthesis and degradation of murein sacculus and peptidoglycan"	cell division protein FtsW	TIGR02614	292.7			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	10	88194812	Q2G2C2
SAOUHSC_01068	S. aureus NCTC8325	SAUPAN003345000	SAOUHSC_01068	CDS	SAOUHSC_01068		hypothetical protein	no	3921730										Cytoplasmic Membrane	N-terminally anchored (No CS)	no predicted signal peptide	1	88194817	Q2FZG2
SAOUHSC_01069	S. aureus NCTC8325	SAUPAN003346000	SAOUHSC_01069	CDS	SAOUHSC_01069		hypothetical protein	no	3921731					uncharacterized protein, YkwD family	TIGR02909	44.8			no significant prediction	Intracellular	no predicted signal peptide	1	542123268	Q2FZG1
SAOUHSC_01070	S. aureus NCTC8325	SAUPAN003347000	SAOUHSC_01070	CDS	SAOUHSC_01070		hypothetical protein	no	3921732		"Metabolism; Cellular processes"	"Transport and binding proteins; Cellular processes"	"Amino acids, peptides and amines; Biosynthesis of natural products"	NHLM bacteriocin system secretion protein	TIGR03794	11.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194819	Q2FZG0
SAOUHSC_01071	S. aureus NCTC8325	SAUPAN003348000	SAOUHSC_01071	CDS	SAOUHSC_01071		glycerophosphoryl diester phosphodiesterase	no	3921733	3.1.4.46									Cytoplasmic	N-terminally anchored (No CS)	no predicted signal peptide	1	88194820	Q2FZF9
SAOUHSC_01072	S. aureus NCTC8325	SAUPAN003349000	SAOUHSC_01072	CDS	SAOUHSC_01072		hypothetical protein	no	3919235										no significant prediction	Intracellular	no predicted signal peptide	0	88194821	Q2FZF8
SAOUHSC_01073	S. aureus NCTC8325	SAUPAN003350000	SAOUHSC_01073	CDS	SAOUHSC_01073		hypothetical protein	no	3919236		Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Glutathione and analogs	glutamate--cysteine ligase	TIGR01436	10.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194822	Q2FZF7
SAOUHSC_01076	S. aureus NCTC8325	SAUPAN003353000	SAOUHSC_01076	CDS	SAOUHSC_01076		hypothetical protein	no	3919239					cytidyltransferase-like domain	TIGR00125	26			no significant prediction	Intracellular	no predicted signal peptide	0	88194825	Q2FZF4
SAOUHSC_01077	S. aureus NCTC8325	SAUPAN003354000	SAOUHSC_01077	CDS	SAOUHSC_01077		hypothetical protein	yes	3919240										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194826	Q2FZF3
SAOUHSC_01087	S. aureus NCTC8325	SAUPAN003365000	SAOUHSC_01087	CDS	SAOUHSC_01087		iron compound ABC transporter permease	no	3919248					proposed F420-0 ABC transporter, permease protein	TIGR03869	42.4			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	2	88194834	Q2FZE4
SAOUHSC_01090	S. aureus NCTC8325	SAUPAN003369000	SAOUHSC_01090	CDS	SAOUHSC_01090		hypothetical protein	no	3919251										no significant prediction	Intracellular	no predicted signal peptide	0	88194837	Q2FZE1
SAOUHSC_01091	S. aureus NCTC8325	SAUPAN003372000	SAOUHSC_01091	CDS	SAOUHSC_01091		hypothetical protein	no	3919252		Genetic information processing	Protein synthesis	tRNA and rRNA base modification	RNA methyltransferase, TrmH family, group 3	TIGR00186	113.2			no significant prediction	Intracellular	no predicted signal peptide	0	88194838	Q2FZE0
SAOUHSC_01096	S. aureus NCTC8325	SAUPAN003379000	SAOUHSC_01096	CDS	SAOUHSC_01096		hypothetical protein	no	3920738		Metabolism	Central intermediary metabolism	Other	methionine adenosyltransferase	TIGR01034	13.7			no significant prediction	Intracellular	no predicted signal peptide	0	88194842	Q2FZD6
SAOUHSC_01097	S. aureus NCTC8325	SAUPAN003380000	SAOUHSC_01097	CDS	SAOUHSC_01097		hypothetical protein	no	3920739										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	4	88194843	Q2FZD5
SAOUHSC_01101	S. aureus NCTC8325	SAUPAN003384000	SAOUHSC_01101	CDS	SAOUHSC_01101		hypothetical protein	no	3920743										no significant prediction	Intracellular	no predicted signal peptide	0	88194847	Q2FZD1
SAOUHSC_01107	S. aureus NCTC8325	SAUPAN003391000	SAOUHSC_01107	CDS	SAOUHSC_01107		nucleoside-triphosphatase	no	3920749	3.6.1.66	Genetic information processing	DNA metabolism	DNA replication, recombination, and repair	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family	TIGR00042	203.2			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194853	Q2FZC5
SAOUHSC_01108	S. aureus NCTC8325	SAUPAN003392000	SAOUHSC_01108	CDS	SAOUHSC_01108		hypothetical protein	no	3920750	3.1.4.-		Unknown function	Enzymes of unknown specificity	phosphodiesterase, MJ0936 family	TIGR00040	67.4			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194854	Q2FZC4
SAOUHSC_01109	S. aureus NCTC8325	SAUPAN003393000	SAOUHSC_01109	CDS	SAOUHSC_01109		hypothetical protein	no	3920751										no significant prediction	Intracellular	no predicted signal peptide	0	88194855	Q2FZC3
SAOUHSC_01111	S. aureus NCTC8325	SAUPAN003396000	SAOUHSC_01111	CDS	SAOUHSC_01111		hypothetical protein	no	3920753										no significant prediction	Intracellular	no predicted signal peptide	0	88194857	Q2FZC1
SAOUHSC_01113	S. aureus NCTC8325	SAUPAN003400000	SAOUHSC_01113	CDS	SAOUHSC_01113		hypothetical protein	no	3920755					XrtN system VIT domain protein	TIGR04477	7.2			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	5	88194859	Q2FZB9
SAOUHSC_01118	S. aureus NCTC8325	SAUPAN003412000	SAOUHSC_01118	CDS	SAOUHSC_01118		hypothetical protein	no	3920719										Extracellular	Intracellular	no predicted signal peptide	0	88194862	Q2FZB6
SAOUHSC_01119	S. aureus NCTC8325	SAUPAN003414000	SAOUHSC_01119	CDS	SAOUHSC_01119		hypothetical protein	yes	3920720										Cytoplasmic Membrane	Lipid anchored	no predicted signal peptide	1	88194863	Q2G1X3
SAOUHSC_01120	S. aureus NCTC8325	SAUPAN003416000	SAOUHSC_01120	CDS	SAOUHSC_01120		hypothetical protein	no	3920721									"SAOUHSC_00444; SAOUHSC_00499; SAOUHSC_00520; SAOUHSC_00527; SAOUHSC_00679; SAOUHSC_00943; SAOUHSC_01216; SAOUHSC_01666; SAOUHSC_01689; SAOUHSC_01757; SAOUHSC_01784; SAOUHSC_01801; SAOUHSC_01822; SAOUHSC_02486; SAOUHSC_02492; SAOUHSC_02505; SAOUHSC_02506; SAOUHSC_02589"	no significant prediction	Intracellular	no predicted signal peptide	0	88194864	Q2G1X1
SAOUHSC_01122	S. aureus NCTC8325	SAUPAN003420000	SAOUHSC_01122	CDS	SAOUHSC_01122		hypothetical protein	no	3920723										Cytoplasmic Membrane	N-terminally anchored (No CS)	no predicted signal peptide	1	88194866	Q2G1X4
SAOUHSC_01123	S. aureus NCTC8325	SAUPAN003421000	SAOUHSC_01123	CDS	SAOUHSC_01123		hypothetical protein	no	3920724										no significant prediction	Intracellular	no predicted signal peptide	0	88194867	Q2FZB4
SAOUHSC_01130	S. aureus NCTC8325	SAUPAN003431000	SAOUHSC_01130	CDS	SAOUHSC_01130		hypothetical protein	no	3920730		Metabolism	Transport and binding proteins	Carbohydrates, organic alcohols, and acids	TRAP transporter, DctM subunit	TIGR00786	28.9			Cytoplasmic Membrane	Multi-transmembrane	signal peptide predicted	13	88194873	Q2FZA8
SAOUHSC_01131	S. aureus NCTC8325	SAUPAN003434000	SAOUHSC_01131	CDS	SAOUHSC_01131		hypothetical protein	no	3920731										no significant prediction	Multi-transmembrane	no predicted signal peptide	2	88194874	Q2FZA7
SAOUHSC_01134	S. aureus NCTC8325	SAUPAN003437000	SAOUHSC_01134	CDS	SAOUHSC_01134		hypothetical protein	no	3920733			Unknown function	General	TrpR homolog YerC/YecD	TIGR02531	15.8			no significant prediction	Intracellular	no predicted signal peptide	0	88194876	Q2FZA5
SAOUHSC_01137	S. aureus NCTC8325	SAUPAN003442000	SAOUHSC_01137	CDS	SAOUHSC_01137		hypothetical protein	no	3920697					noncanonical pyrimidine nucleotidase, YjjG family	TIGR02254	200.1			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194879	Q2FZA2
SAOUHSC_01138	S. aureus NCTC8325	SAUPAN003443000	SAOUHSC_01138	CDS	SAOUHSC_01138		hypothetical protein	no	3920698	2.3.1.-									no significant prediction	Intracellular	no predicted signal peptide	0	88194880	Q2FZA1
SAOUHSC_01152	S. aureus NCTC8325	SAUPAN003457000	SAOUHSC_01152	CDS	SAOUHSC_01152		hypothetical protein	no	3920711			Unknown function	General	YfiH family protein	TIGR00726	147.3			no significant prediction	Intracellular	no predicted signal peptide	0	88194893	Q2FZ88
SAOUHSC_01153	S. aureus NCTC8325	SAUPAN003459000	SAOUHSC_01153	CDS	SAOUHSC_01153		hypothetical protein	no	3920712			Unknown function	Enzymes of unknown specificity	pyridoxal phosphate enzyme, YggS family	TIGR00044	157.7		"SAOUHSC_00530; SAOUHSC_00608"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194894	Q2FZ87
SAOUHSC_01155	S. aureus NCTC8325	SAUPAN003461000	SAOUHSC_01155	CDS	SAOUHSC_01155		hypothetical protein	no	3920714										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	2	88194896	Q2FZ85
SAOUHSC_01156	S. aureus NCTC8325	SAUPAN003462000	SAOUHSC_01156	CDS	SAOUHSC_01156		hypothetical protein	no	3920715		Metabolism	Energy metabolism	Photosynthesis	photosystem II S4 domain protein	TIGR03069	91.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194897	Q2FZ84
SAOUHSC_01158	S. aureus NCTC8325	SAUPAN003463000	SAOUHSC_01158	CDS	SAOUHSC_01158		hypothetical protein	no	3920716					DivIVA domain	TIGR03544	29.9			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194898	Q2FZ83
SAOUHSC_01160	S. aureus NCTC8325	SAUPAN003469000	SAOUHSC_01160	CDS	SAOUHSC_01160		hypothetical protein	no	3920912		Metabolism	Energy metabolism	Other	catechol 2,3 dioxygenase	TIGR03211	21.8			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194900	Q2FZ81
SAOUHSC_01161	S. aureus NCTC8325	SAUPAN003472000	SAOUHSC_01161	CDS	SAOUHSC_01161		putative transposase	no	3920913										no significant prediction	N-terminally anchored (No CS)	no predicted signal peptide	0	88194901	Q2FZ80
SAOUHSC_01163	S. aureus NCTC8325	SAUPAN003477000	SAOUHSC_01163	CDS	SAOUHSC_01163		hypothetical protein	no	3920915	5.4.99.-	Genetic information processing	Protein synthesis	tRNA and rRNA base modification	pseudouridine synthase, RluA family	TIGR00005	327.3		"SAOUHSC_00187; SAOUHSC_00284; SAOUHSC_00519; SAOUHSC_00520; SAOUHSC_00679; SAOUHSC_00799; SAOUHSC_00878; SAOUHSC_01040; SAOUHSC_01150; SAOUHSC_01232; SAOUHSC_01246; SAOUHSC_01250; SAOUHSC_01416; SAOUHSC_01490; SAOUHSC_01755; SAOUHSC_01779; SAOUHSC_01785; SAOUHSC_01794; SAOUHSC_01806; SAOUHSC_02254; SAOUHSC_02478; SAOUHSC_02487; SAOUHSC_02494; SAOUHSC_02496; SAOUHSC_02508; SAOUHSC_02512"	Cytoplasmic	Intracellular	no predicted signal peptide	0	88194903	Q2FZ78
SAOUHSC_01173	S. aureus NCTC8325	SAUPAN003487000	SAOUHSC_01173	CDS	SAOUHSC_01173		hypothetical protein	no	3920924										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194912	Q2FZ69
SAOUHSC_01174	S. aureus NCTC8325	SAUPAN003488000	SAOUHSC_01174	CDS	SAOUHSC_01174		hypothetical protein	no	3920925										no significant prediction	Intracellular	no predicted signal peptide	0	88194913	Q2G1U2
SAOUHSC_01175	S. aureus NCTC8325	SAUPAN003490000	SAOUHSC_01175	CDS	SAOUHSC_01175		fibrinogen-binding protein A-like protein	no	3920926										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194914	Q2G1U1
SAOUHSC_01180	S. aureus NCTC8325	SAUPAN003496000	SAOUHSC_01180	CDS	SAOUHSC_01180		hypothetical protein	no	3919313		Genetic information processing	Protein fate	Protein and peptide secretion and trafficking	outer membrane assembly lipoprotein YfiO	TIGR03302	12			Cytoplasmic Membrane	Lipid anchored	signal peptide predicted	1	88194919	Q2G264
SAOUHSC_01181	S. aureus NCTC8325	SAUPAN003497000	SAOUHSC_01181	CDS	SAOUHSC_01181		hypothetical protein	no	3919314										Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	2	88194920	Q2G267
SAOUHSC_01192	S. aureus NCTC8325	SAUPAN003508000	SAOUHSC_01192	CDS	SAOUHSC_01192		hypothetical protein	no	3919325										no significant prediction	Intracellular	no predicted signal peptide	0	88194931	Q2FZ59
SAOUHSC_01200	S. aureus NCTC8325	SAUPAN003518000	SAOUHSC_01200	CDS	SAOUHSC_01200		hypothetical protein	no	3919467										no significant prediction	Intracellular	no predicted signal peptide	0	88194938	Q2FZ52
SAOUHSC_01206	S. aureus NCTC8325	SAUPAN003523000	SAOUHSC_01206	CDS	SAOUHSC_01206		DNA-binding protein	no	3919472					RNA polymerase sigma factor, sigma-70 family	TIGR02937	27.6			no significant prediction	Intracellular	no predicted signal peptide	0	88194943	Q2FZ47
SAOUHSC_01212	S. aureus NCTC8325	SAUPAN003533000	SAOUHSC_01212	CDS	SAOUHSC_01212		hypothetical protein	no	3919478										no significant prediction	Intracellular	no predicted signal peptide	0	88194949	Q2FZ41
SAOUHSC_01213	S. aureus NCTC8325	SAUPAN003534000	SAOUHSC_01213	CDS	SAOUHSC_01213		hypothetical protein	no	3919479		Cellular processes	Cellular processes	Sporulation and germination	stage III sporulation protein AF	TIGR02896	15.7			Cytoplasmic Membrane	Multi-transmembrane	no predicted signal peptide	12	88194950	Q2FZ40
SAOUHSC_01230	S. aureus NCTC8325	SAUPAN003554000	SAOUHSC_01230	CDS	SAOUHSC_01230		hypothetical protein	no	3920256										no significant prediction	Intracellular	no predicted signal peptide	0	88194964	Q2FZ26
SAOUHSC_01233	S. aureus NCTC8325	SAUPAN003556000	SAOUHSC_01233	CDS	SAOUHSC_01233		hypothetical protein	no	3920258										Cytoplasmic Membrane	Intracellular	no predicted signal peptide	0	88194966	Q2FZ24
SAOUHSC_01244	S. aureus NCTC8325	SAUPAN003568000	SAOUHSC_01244	CDS	SAOUHSC_01244		hypothetical protein	yes	3919975										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194977	Q2G2D1
SAOUHSC_01245	S. aureus NCTC8325	SAUPAN003569000	SAOUHSC_01245	CDS	SAOUHSC_01245		hypothetical protein	yes	3919976					ribosomal protein eL8	TIGR03677	33.8			no significant prediction	Intracellular	no predicted signal peptide	0	88194978	Q2G2C9
SAOUHSC_01254	S. aureus NCTC8325	SAUPAN003578000	SAOUHSC_01254	CDS	SAOUHSC_01254		hypothetical protein	no	3919985		"Signal transduction; Metabolism"	"Regulatory functions; Transport and binding proteins"	"DNA interactions; Anions"	phosphonate metabolism transcriptional regulator PhnF	TIGR02325	75.1			no significant prediction	Intracellular	no predicted signal peptide	0	88194987	Q2FZ17
SAOUHSC_01255	S. aureus NCTC8325	SAUPAN003579000	SAOUHSC_01255	CDS	SAOUHSC_01255		hypothetical protein	no	3919986										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194988	Q2FZ16
SAOUHSC_01256	S. aureus NCTC8325	SAUPAN003580000	SAOUHSC_01256	CDS	SAOUHSC_01256		hypothetical protein	no	3919987		Metabolism	Biosynthesis of cofactors, prosthetic groups, and carriers	Other	coenzyme PQQ biosynthesis protein PqqF	TIGR02110	40.8			no significant prediction	Intracellular	no predicted signal peptide	0	88194989	Q2FZ15
SAOUHSC_01257	S. aureus NCTC8325	SAUPAN003582000	SAOUHSC_01257	CDS	SAOUHSC_01257		hypothetical protein	no	3919988					acetoacetyl-CoA reductase	TIGR01829	142.7			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194990	Q2FZ14
SAOUHSC_01258	S. aureus NCTC8325	SAUPAN003583000	SAOUHSC_01258	CDS	SAOUHSC_01258		hypothetical protein	no	3919989										Cytoplasmic	Intracellular	no predicted signal peptide	1	88194991	Q2FZ13
SAOUHSC_01259	S. aureus NCTC8325	SAUPAN003584000	SAOUHSC_01259	CDS	SAOUHSC_01259		hypothetical protein	no	3919990			Unknown function	General	mobile mystery protein A	TIGR02612	16.1			no significant prediction	Intracellular /TMH start  AFTER 60	no predicted signal peptide	1	88194992	Q2FZ12
SAOUHSC_01264	S. aureus NCTC8325	SAUPAN003590000	SAOUHSC_01264	CDS	SAOUHSC_01264		hypothetical protein	no	3919917										Cytoplasmic	Intracellular	no predicted signal peptide	0	88194997	Q2FZ07
SAOUHSC_01265	S. aureus NCTC8325	SAUPAN003591000	SAOUHSC_01265	CDS	SAOUHSC_01265		hypothetical protein	no	3919918			Unknown function	Enzymes of unknown specificity	metallophosphoesterase, MG_246/BB_0505 family	TIGR00282	351.5			Cytoplasmic	Intracellular	no predicted signal peptide	0	88194998	Q2FZ06
